transaction_id,date,customer_id,product_id,product_name,category,region,channel,payment_method,quantity,unit_price,discount_pct,net_unit_price,revenue,cogs,profit
TXN01928,2023-04-04,CUST0224,PROD013,Blender Pro,Home & Kitchen,Central,Online,Net Banking,1,59.99,0.2,47.99,47.99,26.48,21.51
TXN01099,2023-04-06,CUST0206,PROD018,Resistance Bands,Sports,East,Online,Credit Card,3,19.99,0.09,18.19,54.57,24.61,29.96
TXN00579,2023-04-06,CUST0279,PROD023,Business Analytics,Books,East,In-Store,Net Banking,5,44.99,0.17,37.34,186.7,91.1,95.6
TXN01216,2023-04-06,CUST0184,PROD001,"Laptop Pro 15""",Electronics,South,Online,Debit Card,2,1199.99,0.2,959.99,1919.98,1028.87,891.11
TXN01766,2023-04-06,CUST0118,PROD008,Casual T-Shirt,Clothing,West,In-Store,Debit Card,2,24.99,0.21,19.74,39.48,19.97,19.51
TXN00772,2023-04-06,CUST0427,PROD024,SQL Mastery,Books,West,In-Store,Cash,5,34.99,0.19,28.34,141.7,67.65,74.05
TXN01832,2023-04-07,CUST0002,PROD028,Lipstick Set,Beauty,Central,In-Store,Credit Card,2,39.99,0.22,31.19,62.38,28.52,33.86
TXN01589,2023-04-07,CUST0407,PROD008,Casual T-Shirt,Clothing,West,Online,UPI,2,24.99,0.06,23.49,46.98,28.82,18.16
TXN00782,2023-04-07,CUST0408,PROD006,Running Jacket,Clothing,Central,Mobile App,Cash,2,79.99,0.04,76.79,153.58,75.9,77.68
TXN01131,2023-04-07,CUST0292,PROD017,Dumbbell Set,Sports,West,Mobile App,Debit Card,4,79.99,0.05,75.99,303.96,189.21,114.75
TXN00119,2023-04-08,CUST0318,PROD012,Coffee Maker,Home & Kitchen,East,Mobile App,Debit Card,5,69.99,0.2,55.99,279.95,138.24,141.71
TXN00844,2023-04-08,CUST0485,PROD019,Water Bottle,Sports,East,In-Store,Net Banking,4,24.99,0.03,24.24,96.96,57.47,39.49
TXN00630,2023-04-08,CUST0150,PROD024,SQL Mastery,Books,West,In-Store,UPI,5,34.99,0.19,28.34,141.7,91.04,50.66
TXN00266,2023-04-08,CUST0493,PROD008,Casual T-Shirt,Clothing,North,Mobile App,Net Banking,3,24.99,0.24,18.99,56.97,25.81,31.16
TXN01395,2023-04-08,CUST0196,PROD010,Sneakers,Clothing,East,Online,Credit Card,5,99.99,0.22,77.99,389.95,247.28,142.67
TXN01710,2023-04-08,CUST0013,PROD012,Coffee Maker,Home & Kitchen,North,Online,UPI,5,69.99,0.16,58.79,293.95,188.22,105.73
TXN00459,2023-04-08,CUST0367,PROD006,Running Jacket,Clothing,East,Online,Net Banking,4,79.99,0.05,75.99,303.96,186.91,117.05
TXN01601,2023-04-08,CUST0419,PROD016,Yoga Mat,Sports,West,In-Store,Cash,4,34.99,0.21,27.64,110.56,58.09,52.47
TXN00968,2023-04-08,CUST0099,PROD016,Yoga Mat,Sports,Central,In-Store,UPI,1,34.99,0.04,33.59,33.59,21.32,12.27
TXN01653,2023-04-08,CUST0117,PROD014,Knife Set,Home & Kitchen,Central,Online,Credit Card,3,44.99,0.19,36.44,109.32,56.05,53.27
TXN00214,2023-04-08,CUST0391,PROD007,Slim Jeans,Clothing,South,In-Store,Cash,3,59.99,0.23,46.19,138.57,82.34,56.23
TXN01208,2023-04-09,CUST0311,PROD002,Wireless Earbuds,Electronics,North,Mobile App,Credit Card,5,89.99,0.19,72.89,364.45,231.54,132.91
TXN01567,2023-04-09,CUST0212,PROD019,Water Bottle,Sports,South,Mobile App,Cash,4,24.99,0.14,21.49,85.96,55.85,30.11
TXN00717,2023-04-09,CUST0013,PROD016,Yoga Mat,Sports,Central,Online,Net Banking,4,34.99,0.18,28.69,114.76,54.85,59.91
TXN00480,2023-04-09,CUST0165,PROD024,SQL Mastery,Books,Central,Online,Credit Card,4,34.99,0.01,34.64,138.56,87.25,51.31
TXN01211,2023-04-09,CUST0129,PROD019,Water Bottle,Sports,South,Online,UPI,4,24.99,0.13,21.74,86.96,46.09,40.87
TXN01966,2023-04-10,CUST0134,PROD020,Jump Rope,Sports,Central,In-Store,Debit Card,5,14.99,0.21,11.84,59.2,27.85,31.35
TXN00652,2023-04-10,CUST0170,PROD030,Perfume 50ml,Beauty,East,Mobile App,Net Banking,5,69.99,0.24,53.19,265.95,163.93,102.02
TXN01938,2023-04-10,CUST0489,PROD011,Air Fryer 5L,Home & Kitchen,South,Online,Credit Card,5,89.99,0.22,70.19,350.95,197.9,153.05
TXN00472,2023-04-10,CUST0151,PROD025,ML for Beginners,Books,West,Online,Credit Card,5,29.99,0.05,28.49,142.45,84.76,57.69
TXN00490,2023-04-10,CUST0059,PROD007,Slim Jeans,Clothing,South,Mobile App,Cash,2,59.99,0.06,56.39,112.78,69.58,43.2
TXN00999,2023-04-10,CUST0204,PROD029,Hair Dryer,Beauty,North,Online,UPI,4,59.99,0.09,54.59,218.36,115.7,102.66
TXN01329,2023-04-10,CUST0429,PROD024,SQL Mastery,Books,Central,In-Store,Debit Card,5,34.99,0.13,30.44,152.2,78.14,74.06
TXN00157,2023-04-10,CUST0464,PROD006,Running Jacket,Clothing,East,In-Store,Debit Card,5,79.99,0.16,67.19,335.95,186.83,149.12
TXN01298,2023-04-11,CUST0274,PROD006,Running Jacket,Clothing,Central,In-Store,Credit Card,1,79.99,0.01,79.19,79.19,48.02,31.17
TXN01768,2023-04-11,CUST0309,PROD019,Water Bottle,Sports,North,Online,Credit Card,2,24.99,0.06,23.49,46.98,28.73,18.25
TXN00355,2023-04-11,CUST0376,PROD009,Winter Coat,Clothing,Central,Online,Debit Card,3,149.99,0.15,127.49,382.47,209.85,172.62
TXN01786,2023-04-11,CUST0048,PROD029,Hair Dryer,Beauty,Central,In-Store,UPI,3,59.99,0.04,57.59,172.77,104.08,68.69
TXN01986,2023-04-11,CUST0072,PROD012,Coffee Maker,Home & Kitchen,East,Mobile App,UPI,5,69.99,0.1,62.99,314.95,179.12,135.83
TXN00270,2023-04-11,CUST0169,PROD025,ML for Beginners,Books,South,In-Store,Cash,5,29.99,0.18,24.59,122.95,62.59,60.36
TXN00840,2023-04-12,CUST0044,PROD012,Coffee Maker,Home & Kitchen,West,In-Store,Debit Card,5,69.99,0.21,55.29,276.45,168.61,107.84
TXN01913,2023-04-12,CUST0253,PROD022,Python Crash Course,Books,South,Online,Net Banking,2,39.99,0.15,33.99,67.98,39.17,28.81
TXN01334,2023-04-12,CUST0461,PROD020,Jump Rope,Sports,South,In-Store,Credit Card,2,14.99,0.14,12.89,25.78,14.86,10.92
TXN01352,2023-04-12,CUST0326,PROD009,Winter Coat,Clothing,North,Mobile App,Debit Card,2,149.99,0.18,122.99,245.98,124.59,121.39
TXN00308,2023-04-12,CUST0231,PROD009,Winter Coat,Clothing,Central,In-Store,Net Banking,4,149.99,0.01,148.49,593.96,340.23,253.73
TXN00735,2023-04-13,CUST0193,PROD012,Coffee Maker,Home & Kitchen,South,Online,Net Banking,1,69.99,0.06,65.79,65.79,35.03,30.76
TXN00607,2023-04-13,CUST0351,PROD022,Python Crash Course,Books,East,Online,Credit Card,4,39.99,0.01,39.59,158.36,97.18,61.18
TXN00430,2023-04-13,CUST0375,PROD019,Water Bottle,Sports,East,Online,UPI,4,24.99,0.1,22.49,89.96,41.16,48.8
TXN01508,2023-04-13,CUST0395,PROD010,Sneakers,Clothing,Central,In-Store,Cash,3,99.99,0.13,86.99,260.97,151.55,109.42
TXN01591,2023-04-13,CUST0145,PROD025,ML for Beginners,Books,East,Online,Net Banking,5,29.99,0.1,26.99,134.95,75.47,59.48
TXN00371,2023-04-13,CUST0330,PROD016,Yoga Mat,Sports,Central,Online,Cash,1,34.99,0.07,32.54,32.54,15.54,17.0
TXN00611,2023-04-13,CUST0405,PROD030,Perfume 50ml,Beauty,Central,In-Store,Credit Card,1,69.99,0.06,65.79,65.79,30.4,35.39
TXN00198,2023-04-13,CUST0063,PROD010,Sneakers,Clothing,South,Online,Net Banking,3,99.99,0.17,82.99,248.97,161.76,87.21
TXN00709,2023-04-13,CUST0313,PROD013,Blender Pro,Home & Kitchen,West,Online,Net Banking,2,59.99,0.11,53.39,106.78,58.55,48.23
TXN00400,2023-04-14,CUST0422,PROD006,Running Jacket,Clothing,South,Mobile App,UPI,4,79.99,0.02,78.39,313.56,183.94,129.62
TXN00737,2023-04-14,CUST0172,PROD009,Winter Coat,Clothing,South,Online,Cash,2,149.99,0.16,125.99,251.98,162.56,89.42
TXN01697,2023-04-14,CUST0411,PROD026,Vitamin C Serum,Beauty,East,Online,UPI,3,34.99,0.18,28.69,86.07,51.11,34.96
TXN01957,2023-04-14,CUST0233,PROD025,ML for Beginners,Books,South,Online,Debit Card,3,29.99,0.02,29.39,88.17,43.12,45.05
TXN00658,2023-04-14,CUST0468,PROD012,Coffee Maker,Home & Kitchen,North,In-Store,Cash,1,69.99,0.09,63.69,63.69,29.14,34.55
TXN01597,2023-04-15,CUST0254,PROD017,Dumbbell Set,Sports,South,Mobile App,Cash,2,79.99,0.18,65.59,131.18,60.95,70.23
TXN01019,2023-04-15,CUST0121,PROD007,Slim Jeans,Clothing,Central,Online,Net Banking,1,59.99,0.04,57.59,57.59,32.24,25.35
TXN01824,2023-04-15,CUST0374,PROD008,Casual T-Shirt,Clothing,South,In-Store,Credit Card,3,24.99,0.1,22.49,67.47,42.59,24.88
TXN01693,2023-04-15,CUST0062,PROD011,Air Fryer 5L,Home & Kitchen,North,In-Store,Debit Card,1,89.99,0.08,82.79,82.79,41.61,41.18
TXN01856,2023-04-15,CUST0212,PROD006,Running Jacket,Clothing,North,In-Store,Debit Card,1,79.99,0.19,64.79,64.79,35.95,28.84
TXN00521,2023-04-15,CUST0212,PROD015,Cutting Board,Home & Kitchen,Central,Mobile App,Net Banking,3,19.99,0.25,14.99,44.97,23.81,21.16
TXN01268,2023-04-15,CUST0265,PROD030,Perfume 50ml,Beauty,South,Mobile App,Net Banking,5,69.99,0.18,57.39,286.95,132.17,154.78
TXN01686,2023-04-16,CUST0103,PROD006,Running Jacket,Clothing,Central,Mobile App,UPI,1,79.99,0.1,71.99,71.99,33.93,38.06
TXN00321,2023-04-16,CUST0417,PROD030,Perfume 50ml,Beauty,South,Online,Cash,4,69.99,0.04,67.19,268.76,128.43,140.33
TXN00921,2023-04-16,CUST0126,PROD001,"Laptop Pro 15""",Electronics,Central,In-Store,Credit Card,5,1199.99,0.04,1151.99,5759.95,2613.83,3146.12
TXN00393,2023-04-16,CUST0088,PROD003,Smart Watch,Electronics,East,Online,Net Banking,5,249.99,0.12,219.99,1099.95,516.31,583.64
TXN01886,2023-04-16,CUST0072,PROD007,Slim Jeans,Clothing,South,Mobile App,Credit Card,1,59.99,0.11,53.39,53.39,33.1,20.29
TXN00437,2023-04-16,CUST0356,PROD016,Yoga Mat,Sports,North,In-Store,Net Banking,5,34.99,0.06,32.89,164.45,97.09,67.36
TXN00538,2023-04-16,CUST0118,PROD017,Dumbbell Set,Sports,South,Online,Cash,2,79.99,0.18,65.59,131.18,81.93,49.25
TXN00282,2023-04-17,CUST0301,PROD026,Vitamin C Serum,Beauty,South,Mobile App,Net Banking,2,34.99,0.23,26.94,53.88,27.63,26.25
TXN00440,2023-04-17,CUST0353,PROD014,Knife Set,Home & Kitchen,West,In-Store,Debit Card,3,44.99,0.04,43.19,129.57,72.51,57.06
TXN00362,2023-04-17,CUST0232,PROD019,Water Bottle,Sports,East,In-Store,UPI,3,24.99,0.1,22.49,67.47,37.59,29.88
TXN00649,2023-04-17,CUST0410,PROD001,"Laptop Pro 15""",Electronics,Central,In-Store,Net Banking,4,1199.99,0.16,1007.99,4031.96,1909.48,2122.48
TXN01512,2023-04-17,CUST0195,PROD016,Yoga Mat,Sports,North,In-Store,Net Banking,4,34.99,0.22,27.29,109.16,67.77,41.39
TXN01446,2023-04-18,CUST0273,PROD014,Knife Set,Home & Kitchen,South,Mobile App,Net Banking,2,44.99,0.12,39.59,79.18,47.39,31.79
TXN01058,2023-04-18,CUST0435,PROD029,Hair Dryer,Beauty,South,Mobile App,Credit Card,1,59.99,0.25,44.99,44.99,23.24,21.75
TXN00508,2023-04-18,CUST0303,PROD018,Resistance Bands,Sports,South,Mobile App,Net Banking,1,19.99,0.12,17.59,17.59,9.6,7.99
TXN01788,2023-04-18,CUST0001,PROD017,Dumbbell Set,Sports,North,Online,Credit Card,4,79.99,0.14,68.79,275.16,137.86,137.3
TXN01662,2023-04-18,CUST0484,PROD016,Yoga Mat,Sports,East,Mobile App,Debit Card,1,34.99,0.11,31.14,31.14,16.61,14.53
TXN00065,2023-04-19,CUST0233,PROD009,Winter Coat,Clothing,East,In-Store,Net Banking,2,149.99,0.01,148.49,296.98,156.16,140.82
TXN00143,2023-04-19,CUST0080,PROD015,Cutting Board,Home & Kitchen,West,Online,Credit Card,3,19.99,0.09,18.19,54.57,30.86,23.71
TXN00019,2023-04-19,CUST0476,PROD022,Python Crash Course,Books,Central,Mobile App,Debit Card,3,39.99,0.13,34.79,104.37,59.63,44.74
TXN00151,2023-04-19,CUST0393,PROD020,Jump Rope,Sports,South,In-Store,UPI,1,14.99,0.0,14.99,14.99,7.65,7.34
TXN01470,2023-04-19,CUST0299,PROD014,Knife Set,Home & Kitchen,East,Online,Cash,3,44.99,0.16,37.79,113.37,51.65,61.72
TXN00369,2023-04-20,CUST0466,PROD016,Yoga Mat,Sports,South,In-Store,UPI,4,34.99,0.17,29.04,116.16,56.29,59.87
TXN00829,2023-04-20,CUST0497,PROD027,Moisturizer SPF30,Beauty,East,In-Store,Net Banking,4,29.99,0.05,28.49,113.96,53.72,60.24
TXN00962,2023-04-20,CUST0123,PROD006,Running Jacket,Clothing,West,Mobile App,UPI,2,79.99,0.17,66.39,132.78,72.14,60.64
TXN01797,2023-04-20,CUST0208,PROD009,Winter Coat,Clothing,West,Online,UPI,4,149.99,0.23,115.49,461.96,244.5,217.46
TXN01627,2023-04-20,CUST0158,PROD003,Smart Watch,Electronics,North,In-Store,Cash,3,249.99,0.05,237.49,712.47,342.07,370.4
TXN01392,2023-04-20,CUST0490,PROD023,Business Analytics,Books,South,Mobile App,UPI,5,44.99,0.02,44.09,220.45,125.89,94.56
TXN01695,2023-04-21,CUST0034,PROD005,USB-C Hub,Electronics,West,Mobile App,Net Banking,4,49.99,0.02,48.99,195.96,115.3,80.66
TXN01656,2023-04-22,CUST0049,PROD004,"Tablet 10""",Electronics,North,In-Store,Net Banking,2,399.99,0.04,383.99,767.98,490.9,277.08
TXN00336,2023-04-22,CUST0045,PROD027,Moisturizer SPF30,Beauty,North,Online,Credit Card,4,29.99,0.15,25.49,101.96,54.9,47.06
TXN00246,2023-04-22,CUST0391,PROD030,Perfume 50ml,Beauty,South,Mobile App,Cash,4,69.99,0.19,56.69,226.76,138.41,88.35
TXN01209,2023-04-22,CUST0016,PROD025,ML for Beginners,Books,East,Online,Debit Card,2,29.99,0.05,28.49,56.98,29.8,27.18
TXN01250,2023-04-23,CUST0338,PROD015,Cutting Board,Home & Kitchen,South,In-Store,Net Banking,1,19.99,0.04,19.19,19.19,10.21,8.98
TXN01304,2023-04-23,CUST0228,PROD022,Python Crash Course,Books,East,In-Store,Cash,4,39.99,0.18,32.79,131.16,80.36,50.8
TXN00535,2023-04-23,CUST0347,PROD003,Smart Watch,Electronics,South,In-Store,Net Banking,1,249.99,0.1,224.99,224.99,136.73,88.26
TXN01259,2023-04-23,CUST0017,PROD007,Slim Jeans,Clothing,West,In-Store,Debit Card,4,59.99,0.15,50.99,203.96,95.07,108.89
TXN01351,2023-04-23,CUST0345,PROD026,Vitamin C Serum,Beauty,South,In-Store,Net Banking,2,34.99,0.03,33.94,67.88,35.65,32.23
TXN01129,2023-04-23,CUST0167,PROD028,Lipstick Set,Beauty,East,Online,Cash,5,39.99,0.14,34.39,171.95,105.47,66.48
TXN01148,2023-04-23,CUST0360,PROD024,SQL Mastery,Books,North,Online,UPI,5,34.99,0.14,30.09,150.45,88.57,61.88
TXN01819,2023-04-24,CUST0488,PROD014,Knife Set,Home & Kitchen,West,Online,Net Banking,3,44.99,0.0,44.99,134.97,66.92,68.05
TXN00626,2023-04-24,CUST0381,PROD004,"Tablet 10""",Electronics,South,Online,Credit Card,1,399.99,0.23,307.99,307.99,197.13,110.86
TXN00269,2023-04-24,CUST0380,PROD012,Coffee Maker,Home & Kitchen,South,Online,UPI,3,69.99,0.08,64.39,193.17,88.69,104.48
TXN00366,2023-04-24,CUST0067,PROD016,Yoga Mat,Sports,South,In-Store,UPI,2,34.99,0.03,33.94,67.88,31.38,36.5
TXN00889,2023-04-25,CUST0250,PROD014,Knife Set,Home & Kitchen,East,In-Store,UPI,1,44.99,0.15,38.24,38.24,18.13,20.11
TXN01194,2023-04-25,CUST0260,PROD019,Water Bottle,Sports,East,In-Store,UPI,4,24.99,0.0,24.99,99.96,52.47,47.49
TXN00469,2023-04-25,CUST0381,PROD016,Yoga Mat,Sports,Central,In-Store,Debit Card,5,34.99,0.22,27.29,136.45,81.58,54.87
TXN00505,2023-04-25,CUST0265,PROD026,Vitamin C Serum,Beauty,West,In-Store,UPI,5,34.99,0.06,32.89,164.45,105.99,58.46
TXN00452,2023-04-25,CUST0282,PROD012,Coffee Maker,Home & Kitchen,West,In-Store,Debit Card,3,69.99,0.24,53.19,159.57,73.41,86.16
TXN01507,2023-04-26,CUST0166,PROD011,Air Fryer 5L,Home & Kitchen,West,Online,UPI,5,89.99,0.21,71.09,355.45,161.29,194.16
TXN00947,2023-04-26,CUST0354,PROD011,Air Fryer 5L,Home & Kitchen,West,Online,Debit Card,5,89.99,0.2,71.99,359.95,233.27,126.68
TXN01908,2023-04-26,CUST0375,PROD025,ML for Beginners,Books,North,In-Store,Debit Card,5,29.99,0.23,23.09,115.45,52.47,62.98
TXN00816,2023-04-26,CUST0320,PROD011,Air Fryer 5L,Home & Kitchen,North,Mobile App,Cash,3,89.99,0.25,67.49,202.47,107.39,95.08
TXN01139,2023-04-26,CUST0472,PROD009,Winter Coat,Clothing,West,Mobile App,Credit Card,4,149.99,0.04,143.99,575.96,334.67,241.29
TXN00750,2023-04-26,CUST0165,PROD029,Hair Dryer,Beauty,East,In-Store,Cash,5,59.99,0.22,46.79,233.95,138.16,95.79
TXN00144,2023-04-26,CUST0414,PROD015,Cutting Board,Home & Kitchen,West,Mobile App,Cash,3,19.99,0.03,19.39,58.17,29.42,28.75
TXN01559,2023-04-27,CUST0163,PROD015,Cutting Board,Home & Kitchen,East,Online,Credit Card,5,19.99,0.18,16.39,81.95,50.58,31.37
TXN00895,2023-04-27,CUST0071,PROD012,Coffee Maker,Home & Kitchen,West,In-Store,Net Banking,2,69.99,0.19,56.69,113.38,63.03,50.35
TXN01648,2023-04-27,CUST0084,PROD026,Vitamin C Serum,Beauty,West,Mobile App,Cash,1,34.99,0.05,33.24,33.24,20.6,12.64
TXN00978,2023-04-27,CUST0051,PROD025,ML for Beginners,Books,North,Online,UPI,5,29.99,0.16,25.19,125.95,76.47,49.48
TXN01778,2023-04-27,CUST0463,PROD027,Moisturizer SPF30,Beauty,West,In-Store,Net Banking,3,29.99,0.1,26.99,80.97,38.74,42.23
TXN01581,2023-04-27,CUST0180,PROD014,Knife Set,Home & Kitchen,North,In-Store,Net Banking,1,44.99,0.05,42.74,42.74,22.66,20.08
TXN01618,2023-04-27,CUST0206,PROD006,Running Jacket,Clothing,South,Mobile App,UPI,4,79.99,0.1,71.99,287.96,180.25,107.71
TXN01941,2023-04-27,CUST0267,PROD004,"Tablet 10""",Electronics,Central,Online,UPI,2,399.99,0.19,323.99,647.98,331.7,316.28
TXN01510,2023-04-28,CUST0337,PROD023,Business Analytics,Books,South,Online,UPI,1,44.99,0.08,41.39,41.39,21.24,20.15
TXN01089,2023-04-28,CUST0157,PROD014,Knife Set,Home & Kitchen,North,In-Store,Net Banking,5,44.99,0.24,34.19,170.95,107.06,63.89
TXN00021,2023-04-28,CUST0302,PROD007,Slim Jeans,Clothing,South,Online,Credit Card,1,59.99,0.08,55.19,55.19,31.33,23.86
TXN01867,2023-04-29,CUST0211,PROD021,Data Science Handbook,Books,North,Online,Net Banking,1,49.99,0.03,48.49,48.49,30.51,17.98
TXN01840,2023-04-29,CUST0026,PROD002,Wireless Earbuds,Electronics,East,In-Store,Cash,5,89.99,0.05,85.49,427.45,260.78,166.67
TXN01487,2023-04-29,CUST0110,PROD030,Perfume 50ml,Beauty,East,Mobile App,UPI,2,69.99,0.05,66.49,132.98,62.73,70.25
TXN01374,2023-04-30,CUST0031,PROD024,SQL Mastery,Books,West,In-Store,Net Banking,5,34.99,0.18,28.69,143.45,80.81,62.64
TXN00648,2023-04-30,CUST0363,PROD029,Hair Dryer,Beauty,East,Online,Credit Card,4,59.99,0.2,47.99,191.96,120.31,71.65
TXN00577,2023-04-30,CUST0163,PROD027,Moisturizer SPF30,Beauty,Central,Mobile App,UPI,5,29.99,0.2,23.99,119.95,57.0,62.95
TXN00002,2023-04-30,CUST0259,PROD005,USB-C Hub,Electronics,Central,Online,Cash,4,49.99,0.01,49.49,197.96,92.79,105.17
TXN01859,2023-05-01,CUST0331,PROD017,Dumbbell Set,Sports,West,In-Store,Debit Card,4,79.99,0.23,61.59,246.36,111.71,134.65
TXN01376,2023-05-01,CUST0165,PROD024,SQL Mastery,Books,West,Mobile App,Net Banking,5,34.99,0.12,30.79,153.95,98.82,55.13
TXN00834,2023-05-01,CUST0153,PROD004,"Tablet 10""",Electronics,South,Online,Net Banking,3,399.99,0.08,367.99,1103.97,703.52,400.45
TXN02000,2023-05-01,CUST0433,PROD022,Python Crash Course,Books,Central,Mobile App,Cash,4,39.99,0.0,39.99,159.96,83.53,76.43
TXN00243,2023-05-01,CUST0032,PROD030,Perfume 50ml,Beauty,North,In-Store,UPI,1,69.99,0.07,65.09,65.09,33.97,31.12
TXN00546,2023-05-01,CUST0285,PROD010,Sneakers,Clothing,West,In-Store,Debit Card,2,99.99,0.2,79.99,159.98,95.05,64.93
TXN00053,2023-05-01,CUST0345,PROD030,Perfume 50ml,Beauty,East,Online,Debit Card,3,69.99,0.02,68.59,205.77,131.78,73.99
TXN00027,2023-05-02,CUST0086,PROD030,Perfume 50ml,Beauty,West,In-Store,Net Banking,1,69.99,0.24,53.19,53.19,33.79,19.4
TXN00259,2023-05-02,CUST0155,PROD015,Cutting Board,Home & Kitchen,South,Mobile App,Cash,5,19.99,0.19,16.19,80.95,49.68,31.27
TXN00926,2023-05-02,CUST0253,PROD001,"Laptop Pro 15""",Electronics,Central,Mobile App,Net Banking,2,1199.99,0.06,1127.99,2255.98,1284.56,971.42
TXN00320,2023-05-02,CUST0108,PROD011,Air Fryer 5L,Home & Kitchen,Central,Mobile App,UPI,4,89.99,0.22,70.19,280.76,132.93,147.83
TXN01960,2023-05-02,CUST0423,PROD006,Running Jacket,Clothing,Central,Mobile App,UPI,4,79.99,0.03,77.59,310.36,186.24,124.12
TXN00357,2023-05-02,CUST0215,PROD029,Hair Dryer,Beauty,West,Online,Debit Card,3,59.99,0.03,58.19,174.57,97.05,77.52
TXN01636,2023-05-03,CUST0359,PROD004,"Tablet 10""",Electronics,East,In-Store,Net Banking,3,399.99,0.23,307.99,923.97,425.4,498.57
TXN00312,2023-05-03,CUST0157,PROD025,ML for Beginners,Books,North,Online,UPI,1,29.99,0.17,24.89,24.89,12.76,12.13
TXN01741,2023-05-03,CUST0290,PROD022,Python Crash Course,Books,South,In-Store,UPI,3,39.99,0.23,30.79,92.37,47.56,44.81
TXN00821,2023-05-04,CUST0078,PROD021,Data Science Handbook,Books,East,In-Store,Net Banking,5,49.99,0.05,47.49,237.45,128.82,108.63
TXN01273,2023-05-04,CUST0088,PROD026,Vitamin C Serum,Beauty,Central,Mobile App,Cash,2,34.99,0.04,33.59,67.18,40.24,26.94
TXN01465,2023-05-05,CUST0408,PROD002,Wireless Earbuds,Electronics,West,Online,UPI,3,89.99,0.1,80.99,242.97,125.85,117.12
TXN01437,2023-05-05,CUST0471,PROD018,Resistance Bands,Sports,Central,Mobile App,Net Banking,3,19.99,0.24,15.19,45.57,26.79,18.78
TXN00070,2023-05-05,CUST0053,PROD017,Dumbbell Set,Sports,East,Mobile App,Cash,1,79.99,0.15,67.99,67.99,41.89,26.1
TXN01620,2023-05-06,CUST0112,PROD013,Blender Pro,Home & Kitchen,South,Mobile App,Debit Card,4,59.99,0.03,58.19,232.76,129.41,103.35
TXN00008,2023-05-06,CUST0084,PROD028,Lipstick Set,Beauty,West,In-Store,UPI,1,39.99,0.15,33.99,33.99,16.46,17.53
TXN01610,2023-05-06,CUST0309,PROD014,Knife Set,Home & Kitchen,Central,In-Store,Cash,1,44.99,0.22,35.09,35.09,16.28,18.81
TXN01466,2023-05-06,CUST0388,PROD003,Smart Watch,Electronics,East,In-Store,UPI,1,249.99,0.11,222.49,222.49,131.67,90.82
TXN00629,2023-05-06,CUST0266,PROD021,Data Science Handbook,Books,Central,In-Store,Credit Card,4,49.99,0.11,44.49,177.96,111.32,66.64
TXN00823,2023-05-06,CUST0409,PROD009,Winter Coat,Clothing,East,In-Store,Net Banking,2,149.99,0.03,145.49,290.98,142.11,148.87
TXN01421,2023-05-06,CUST0079,PROD002,Wireless Earbuds,Electronics,Central,In-Store,Credit Card,2,89.99,0.21,71.09,142.18,76.39,65.79
TXN01716,2023-05-06,CUST0371,PROD016,Yoga Mat,Sports,North,In-Store,Net Banking,4,34.99,0.06,32.89,131.56,61.62,69.94
TXN01030,2023-05-07,CUST0309,PROD015,Cutting Board,Home & Kitchen,Central,Mobile App,Debit Card,4,19.99,0.24,15.19,60.76,29.13,31.63
TXN00319,2023-05-07,CUST0153,PROD022,Python Crash Course,Books,North,In-Store,UPI,4,39.99,0.03,38.79,155.16,95.58,59.58
TXN00255,2023-05-07,CUST0236,PROD030,Perfume 50ml,Beauty,East,Online,UPI,4,69.99,0.13,60.89,243.56,149.71,93.85
TXN00928,2023-05-07,CUST0391,PROD003,Smart Watch,Electronics,Central,Mobile App,Debit Card,5,249.99,0.24,189.99,949.95,555.74,394.21
TXN01356,2023-05-07,CUST0340,PROD006,Running Jacket,Clothing,West,Online,Debit Card,3,79.99,0.1,71.99,215.97,116.5,99.47
TXN01246,2023-05-07,CUST0242,PROD023,Business Analytics,Books,North,Online,Credit Card,4,44.99,0.15,38.24,152.96,83.77,69.19
TXN01406,2023-05-07,CUST0158,PROD006,Running Jacket,Clothing,South,Mobile App,Debit Card,2,79.99,0.16,67.19,134.38,72.84,61.54
TXN00431,2023-05-08,CUST0116,PROD022,Python Crash Course,Books,East,In-Store,Debit Card,1,39.99,0.17,33.19,33.19,19.1,14.09
TXN01937,2023-05-08,CUST0076,PROD023,Business Analytics,Books,East,Mobile App,Credit Card,5,44.99,0.1,40.49,202.45,129.65,72.8
TXN01772,2023-05-08,CUST0083,PROD014,Knife Set,Home & Kitchen,Central,Online,Credit Card,2,44.99,0.11,40.04,80.08,47.41,32.67
TXN01240,2023-05-08,CUST0491,PROD020,Jump Rope,Sports,North,Online,Credit Card,4,14.99,0.03,14.54,58.16,26.75,31.41
TXN01901,2023-05-08,CUST0265,PROD013,Blender Pro,Home & Kitchen,South,In-Store,Debit Card,2,59.99,0.14,51.59,103.18,56.21,46.97
TXN00536,2023-05-08,CUST0148,PROD015,Cutting Board,Home & Kitchen,North,In-Store,UPI,5,19.99,0.0,19.99,99.95,61.61,38.34
TXN00571,2023-05-08,CUST0198,PROD014,Knife Set,Home & Kitchen,West,Online,Credit Card,1,44.99,0.03,43.64,43.64,26.34,17.3
TXN01664,2023-05-08,CUST0251,PROD030,Perfume 50ml,Beauty,Central,In-Store,Credit Card,2,69.99,0.18,57.39,114.78,65.64,49.14
